Date,Day,Country,Type,Value,TotalValue
10/1/2014,193,Liberia,Deaths,71,2069
10/1/2014,193,SierraLeone,Cases,133,2437
10/1/2014,193,SierraLeone,Deaths,1,623
10/1/2014,193,Nigeria,Cases,0,22
10/1/2014,193,Nigeria,Deaths,0,8
10/1/2014,193,Senegal,Cases,0,3
10/1/2014,193,Senegal,Deaths,0,0
10/1/2014,193,UnitedStates,Cases,1,1
10/1/2014,193,UnitedStates,Deaths,0,0
10/1/2014,193,Spain,Cases,0,0
10/1/2014,193,Spain,Deaths,0,0
10/1/2014,193,Mali,Cases,0,0
10/1/2014,193,Mali,Deaths,0,0
10/4/2014,196,Guinea,Cases,0,1199
10/4/2014,196,Guinea,Deaths,0,739
10/4/2014,196,Liberia,Cases,90,3924
10/4/2014,196,Liberia,Deaths,141,2210
10/4/2014,196,SierraLeone,Cases,0,2437
10/4/2014,196,SierraLeone,Deaths,0,623
10/4/2014,196,Nigeria,Cases,0,22
10/4/2014,196,Nigeria,Deaths,0,8
10/4/2014,196,Senegal,Cases,0,3
10/4/2014,196,Senegal,Deaths,0,0
10/4/2014,196,UnitedStates,Cases,0,1
10/4/2014,196,UnitedStates,Deaths,0,0
10/4/2014,196,Spain,Cases,0,0
10/4/2014,196,Spain,Deaths,0,0
10/4/2014,196,Mali,Cases,0,0
10/4/2014,196,Mali,Deaths,0,0
10/5/2014,197,Guinea,Cases,99,1298
10/5/2014,197,Guinea,Deaths,29,768
10/5/2014,197,Liberia,Cases,0,3924
10/5/2014,197,Liberia,Deaths,0,2210
10/5/2014,197,SierraLeone,Cases,352,2789
10/5/2014,197,SierraLeone,Deaths,256,879
10/5/2014,197,Nigeria,Cases,0,22
10/5/2014,197,Nigeria,Deaths,0,8
10/5/2014,197,Senegal,Cases,0,3
10/5/2014,197,Senegal,Deaths,0,0
10/5/2014,197,UnitedStates,Cases,0,1
10/5/2014,197,UnitedStates,Deaths,0,0
10/5/2014,197,Spain,Cases,0,0
10/5/2014,197,Spain,Deaths,0,0
10/5/2014,197,Mali,Cases,0,0
10/5/2014,197,Mali,Deaths,0,0
10/7/2014,199,Guinea,Cases,52,1350
10/7/2014,199,Guinea,Deaths,10,778
10/7/2014,199,Liberia,Cases,152,4076
10/7/2014,199,Liberia,Deaths,106,2316
10/7/2014,199,SierraLeone,Cases,0,2789
10/7/2014,199,SierraLeone,Deaths,0,879
10/7/2014,199,Nigeria,Cases,0,22
10/7/2014,199,Nigeria,Deaths,0,8
10/7/2014,199,Senegal,Cases,0,3
10/7/2014,199,Senegal,Deaths,0,0
10/7/2014,199,UnitedStates,Cases,0,1
10/7/2014,199,UnitedStates,Deaths,0,0
10/7/2014,199,Spain,Cases,0,0
10/7/2014,199,Spain,Deaths,0,0
10/7/2014,199,Mali,Cases,0,0
10/7/2014,199,Mali,Deaths,0,0
10/8/2014,200,Guinea,Cases,0,1350
10/8/2014,200,Guinea,Deaths,0,778
10/8/2014,200,Liberia,Cases,0,4076
10/8/2014,200,Liberia,Deaths,0,2316
10/8/2014,200,SierraLeone,Cases,161,2950
10/8/2014,200,SierraLeone,Deaths,51,930
10/8/2014,200,Nigeria,Cases,0,22
10/8/2014,200,Nigeria,Deaths,0,8
10/8/2014,200,Senegal,Cases,0,3
10/8/2014,200,Senegal,Deaths,0,0
10/8/2014,200,UnitedStates,Cases,0,1
10/8/2014,200,UnitedStates,Deaths,1,1
10/8/2014,200,Spain,Cases,1,1
10/8/2014,200,Spain,Deaths,1,1
10/8/2014,200,Mali,Cases,0,0
10/8/2014,200,Mali,Deaths,0,0
10/11/2014,203,Guinea,Cases,0,1350
10/11/2014,203,Guinea,Deaths,0,778
10/11/2014,203,Liberia,Cases,173,4249
10/11/2014,203,Liberia,Deaths,142,2458
10/11/2014,203,SierraLeone,Cases,0,2950
10/11/2014,203,SierraLeone,Deaths,0,930
10/11/2014,203,Nigeria,Cases,0,22
10/11/2014,203,Nigeria,Deaths,0,8
10/11/2014,203,Senegal,Cases,0,3
10/11/2014,203,Senegal,Deaths,0,0
10/11/2014,203,UnitedStates,Cases,0,1
10/11/2014,203,UnitedStates,Deaths,0,1
10/11/2014,203,Spain,Cases,0,1
10/11/2014,203,Spain,Deaths,0,1
10/11/2014,203,Mali,Cases,0,0
10/11/2014,203,Mali,Deaths,0,0
10/12/2014,204,Guinea,Cases,122,1472
10/12/2014,204,Guinea,Deaths,65,843
10/12/2014,204,Liberia,Cases,0,4249
10/12/2014,204,Liberia,Deaths,0,2458
10/12/2014,204,SierraLeone,Cases,302,3252
10/12/2014,204,SierraLeone,Deaths,253,1183
10/12/2014,204,Nigeria,Cases,0,22
10/12/2014,204,Nigeria,Deaths,0,8
10/12/2014,204,Senegal,Cases,0,3
10/12/2014,204,Senegal,Deaths,0,0
10/12/2014,204,UnitedStates,Cases,1,2
10/12/2014,204,UnitedStates,Deaths,0,1
10/12/2014,204,Spain,Cases,0,1
10/12/2014,204,Spain,Deaths,0,1
10/12/2014,204,Mali,Cases,0,0
10/12/2014,204,Mali,Deaths,0,0
10/13/2014,205,Guinea,Cases,0,1472
10/13/2014,205,Guinea,Deaths,0,843
10/13/2014,205,Liberia,Cases,13,4262
10/13/2014,205,Liberia,Deaths,26,2484
10/13/2014,205,SierraLeone,Cases,0,3252
10/13/2014,205,SierraLeone,Deaths,0,1183
10/13/2014,205,Nigeria,Cases,0,22
10/13/2014,205,Nigeria,Deaths,0,8
10/13/2014,205,Senegal,Cases,0,3
10/13/2014,205,Senegal,Deaths,0,0
10/13/2014,205,UnitedStates,Cases,0,2
10/13/2014,205,UnitedStates,Deaths,0,1
10/13/2014,205,Spain,Cases,0,1
10/13/2014,205,Spain,Deaths,0,1
10/13/2014,205,Mali,Cases,0,0
10/13/2014,205,Mali,Deaths,0,0
10/14/2014,206,Guinea,Cases,47,1519
10/14/2014,206,Guinea,Deaths,19,862
10/14/2014,206,Liberia,Cases,0,4262
10/14/2014,206,Liberia,Deaths,0,2484
10/14/2014,206,SierraLeone,Cases,158,3410
10/14/2014,206,SierraLeone,Deaths,17,1200
10/14/2014,206,Nigeria,Cases,0,22
10/14/2014,206,Nigeria,Deaths,0,8
10/14/2014,206,Senegal,Cases,0,3
10/14/2014,206,Senegal,Deaths,0,0
10/14/2014,206,UnitedStates,Cases,1,3
10/14/2014,206,UnitedStates,Deaths,0,1
10/14/2014,206,Spain,Cases,0,1
10/14/2014,206,Spain,Deaths,0,1
10/14/2014,206,Mali,Cases,0,0
10/14/2014,206,Mali,Deaths,0,0
10/18/2014,210,Guinea,Cases,0,1519
10/18/2014,210,Guinea,Deaths,0,862
10/18/2014,210,Liberia,Cases,403,4665
10/18/2014,210,Liberia,Deaths,221,2705
10/18/2014,210,SierraLeone,Cases,0,3410
10/18/2014,210,SierraLeone,Deaths,0,1200
10/18/2014,210,Nigeria,Cases,0,22
10/18/2014,210,Nigeria,Deaths,0,8
10/18/2014,210,Senegal,Cases,0,3
10/18/2014,210,Senegal,Deaths,0,0
10/18/2014,210,UnitedStates,Cases,0,3
10/18/2014,210,UnitedStates,Deaths,0,1
10/18/2014,210,Spain,Cases,0,1
10/18/2014,210,Spain,Deaths,0,1
10/18/2014,210,Mali,Cases,0,0
10/18/2014,210,Mali,Deaths,0,0
10/19/2014,211,Guinea,Cases,21,1540
10/19/2014,211,Guinea,Deaths,42,904
10/19/2014,211,Liberia,Cases,0,4665
10/19/2014,211,Liberia,Deaths,0,2705
10/19/2014,211,SierraLeone,Cases,296,3706
10/19/2014,211,SierraLeone,Deaths,59,1259
10/19/2014,211,Nigeria,Cases,0,22
10/19/2014,211,Nigeria,Deaths,0,8
10/19/2014,211,Senegal,Cases,0,3
10/19/2014,211,Senegal,Deaths,0,0
10/19/2014,211,UnitedStates,Cases,0,3
10/19/2014,211,UnitedStates,Deaths,0,1
10/19/2014,211,Spain,Cases,0,1
10/19/2014,211,Spain,Deaths,0,1
10/19/2014,211,Mali,Cases,0,0
10/19/2014,211,Mali,Deaths,0,0
10/21/2014,213,Guinea,Cases,13,1553
10/21/2014,213,Guinea,Deaths,22,926
10/21/2014,213,Liberia,Cases,0,4665
10/21/2014,213,Liberia,Deaths,0,2705
10/21/2014,213,SierraLeone,Cases,0,3706
10/21/2014,213,SierraLeone,Deaths,0,1259
10/21/2014,213,Nigeria,Cases,0,22
10/21/2014,213,Nigeria,Deaths,0,8
10/21/2014,213,Senegal,Cases,0,3
10/21/2014,213,Senegal,Deaths,0,0
10/21/2014,213,UnitedStates,Cases,0,3
10/21/2014,213,UnitedStates,Deaths,0,1
10/21/2014,213,Spain,Cases,0,1
10/21/2014,213,Spain,Deaths,0,1
10/21/2014,213,Mali,Cases,0,0
10/21/2014,213,Mali,Deaths,0,0
10/22/2014,214,Guinea,Cases,0,1553
10/22/2014,214,Guinea,Deaths,0,926
10/22/2014,214,Liberia,Cases,0,4665
10/22/2014,214,Liberia,Deaths,0,2705
10/22/2014,214,SierraLeone,Cases,190,3896
10/22/2014,214,SierraLeone,Deaths,22,1281
10/22/2014,214,Nigeria,Cases,0,22
10/22/2014,214,Nigeria,Deaths,0,8
10/22/2014,214,Senegal,Cases,0,3
10/22/2014,214,Senegal,Deaths,0,0
10/22/2014,214,UnitedStates,Cases,1,4
10/22/2014,214,UnitedStates,Deaths,0,1
10/22/2014,214,Spain,Cases,0,1
10/22/2014,214,Spain,Deaths,0,1
10/22/2014,214,Mali,Cases,1,1
10/22/2014,214,Mali,Deaths,1,1
10/25/2014,216,Guinea,Cases,0,1553
10/25/2014,216,Guinea,Deaths,0,926
10/25/2014,216,Liberia,Cases,1870,6535
10/25/2014,216,Liberia,Deaths,0,2705
10/25/2014,216,SierraLeone,Cases,0,3896
10/25/2014,216,SierraLeone,Deaths,0,1281
10/25/2014,216,Nigeria,Cases,0,22
10/25/2014,216,Nigeria,Deaths,0,8
10/25/2014,216,Senegal,Cases,0,3
10/25/2014,216,Senegal,Deaths,0,0
10/25/2014,216,UnitedStates,Cases,0,4
10/25/2014,216,UnitedStates,Deaths,0,1
10/25/2014,216,Spain,Cases,0,1
10/25/2014,216,Spain,Deaths,0,1
10/25/2014,216,Mali,Cases,0,1
10/25/2014,216,Mali,Deaths,0,1
10/27/2014,218,Guinea,Cases,353,1906
10/27/2014,218,Guinea,Deaths,71,997
10/27/2014,218,Liberia,Cases,0,6535
10/27/2014,218,Liberia,Deaths,0,2705
10/27/2014,218,SierraLeone,Cases,1339,5235
10/27/2014,218,SierraLeone,Deaths,219,1500
10/27/2014,218,Nigeria,Cases,0,22
10/27/2014,218,Nigeria,Deaths,0,8
10/27/2014,218,Senegal,Cases,0,3
10/27/2014,218,Senegal,Deaths,0,0
10/27/2014,218,UnitedStates,Cases,0,4
10/27/2014,218,UnitedStates,Deaths,0,1
10/27/2014,218,Spain,Cases,0,1
10/27/2014,218,Spain,Deaths,0,1
10/27/2014,218,Mali,Cases,0,1
10/27/2014,218,Mali,Deaths,0,1
